Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link	ADHD_gene	parkinsons_gene	stuttering_gene	tic_gene
CARS1	Cysteinyl-TRNA Synthetase 1	Protein Coding	P49589	54	GC11M003000	4.99704551696777	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARS1	True	False	False	True
CARS1-AS1	CARS1 Antisense RNA 1	RNA Gene		16	GC11P020337	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARS1-AS1	True	False	False	True
CARS1P2	Cysteinyl-TRNA Synthetase 1 Pseudogene 2	Pseudogene		6	GC08M114794	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARS1P2	True	False	False	False
CARS2	Cysteinyl-TRNA Synthetase 2, Mitochondrial	Protein Coding	Q9HA77	53	GC13M110641	11.504545211792	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARS2	True	False	False	True
CARTPT	CART Prepropeptide	Protein Coding	Q16568	55	GC05P071719	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARTPT	True	True	False	False
CASC15	Cancer Susceptibility 15	RNA Gene		27	GC06P021750	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC15	True	True	False	False
CASD1	CAS1 Domain Containing 1	Protein Coding	Q96PB1	47	GC07P094509	2.25775766372681	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASD1	False	True	False	True
CASK	Calcium/Calmodulin Dependent Serine Protein Kinase	Protein Coding	O14936	62	GC0XM041514	1.48465943336487	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASK	True	True	False	True
CASKIN1	CASK Interacting Protein 1	Protein Coding	Q8WXD9	47	GC16M002177	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASKIN1	True	False	False	False
CASKIN2	CASK Interacting Protein 2	Protein Coding	Q8WXE0	40	GC17M075500	1.10575127601624	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASKIN2	False	True	False	False
CASP1	Caspase 1	Protein Coding	P29466	61	GC11M105025	6.67000102996826	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP1	False	True	False	False
CASP14	Caspase 14	Protein Coding	P31944	58	GC19P015049	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP14	False	True	False	False
CASP2	Caspase 2	Protein Coding	P42575	61	GC07P165863	5.95499229431152	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP2	True	True	False	True
CASP3	Caspase 3	Protein Coding	P42574	62	GC04M184627	10.4102230072021	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP3	True	True	False	True
CASP5	Caspase 5	Protein Coding	P51878	56	GC11M140425	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP5	True	True	False	False
CASP6	Caspase 6	Protein Coding	P55212	61	GC04M109688	6.72592210769653	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP6	False	True	False	False
CASP7	Caspase 7	Protein Coding	P55210	62	GC10P113679	5.82628488540649	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP7	False	True	False	False
CASP8	Caspase 8	Protein Coding	Q14790	65	GC02P201233	6.28188943862915	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP8	False	True	False	False
CASP9	Caspase 9	Protein Coding	P55211	61	GC01M022575	8.09036922454834	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP9	True	True	False	False
CASQ2	Calsequestrin 2	Protein Coding	O14958	58	GC01M115700	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASQ2	True	True	False	True
CASR	Calcium Sensing Receptor	Protein Coding	P41180	64	GC03P122183	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR	True	True	False	False
CAST	Calpastatin	Protein Coding	P20810	60	GC05P095975	5.43390798568726	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAST	False	True	False	False
CASTOR2	Cytosolic Arginine Sensor For MTORC1 Subunit 2	Protein Coding	A6NHX0	36	GC07P095222	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASTOR2	True	False	False	False
CASZ1	Castor Zinc Finger 1	Protein Coding	Q86V15	51	GC01M022428	0.377083480358124	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASZ1	False	False	False	True
CAT	Catalase	Protein Coding	P04040	64	GC11P034460	7.33070755004883	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT	True	True	False	False
CATSPER1	Cation Channel Sperm Associated 1	Protein Coding	Q8NEC5	50	GC11M139814	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CATSPER1	True	False	False	False
CAV1	Caveolin 1	Protein Coding	Q03135	61	GC07P116524	4.08882904052734	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV1	True	True	False	False
CAV2	Caveolin 2	Protein Coding	P51636	55	GC07P116287	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV2	True	True	False	False
CAV3	Caveolin 3	Protein Coding	P56539	57	GC03P008733	2.25114035606384	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV3	True	False	True	True
CAVIN1	Caveolae Associated Protein 1	Protein Coding	Q6NZI2	54	GC17M097212	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAVIN1	True	False	False	False
CBFA2T2	CBFA2/RUNX1 Partner Transcriptional Co-Repressor 2	Protein Coding	O43439	47	GC20P033490	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBFA2T2	True	False	False	False
CBL	Cbl Proto-Oncogene	Protein Coding	P22681	64	GC11P119206	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBL	True	True	False	True
CBLN1	Cerebellin 1 Precursor	Protein Coding	P23435	53	GC16M049277	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLN1	True	False	False	False
CBLN4	Cerebellin 4 Precursor	Protein Coding	Q9NTU7	46	GC20M055997	0.80652129650116	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLN4	False	False	False	True
CBR1	Carbonyl Reductase 1	Protein Coding	P16152	57	GC21P036069	3.9130117893219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBR1	False	True	False	False
CBR3	Carbonyl Reductase 3	Protein Coding	O75828	54	GC21P037037	3.9130117893219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBR3	False	True	False	False
CBS	Cystathionine Beta-Synthase	Protein Coding	P35520	64	GC21M043053	4.51814270019531	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS	True	True	True	True
CBX1	Chromobox 1	Protein Coding	P83916	54	GC17M048070	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX1	False	True	False	False
CBX2	Chromobox 2	Protein Coding	Q14781	54	GC17P155724	2.52939105033875	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX2	True	False	False	False
CBX3	Chromobox 3	Protein Coding	Q13185	54	GC07P026201	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX3	True	True	False	False
CBX4	Chromobox 4	Protein Coding	O00257	51	GC17M079833	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX4	True	True	False	False
CBX5	Chromobox 5	Protein Coding	P45973	53	GC12M054230	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX5	True	True	False	True
CBX8	Chromobox 8	Protein Coding	Q9HC52	45	GC17M098162	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX8	True	False	False	False
CC2D1B	Coiled-Coil And C2 Domain Containing 1B	Protein Coding	Q5T0F9	43	GC01M052346	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CC2D1B	False	True	False	False
CC2D2A	Coiled-Coil And C2 Domain Containing 2A	Protein Coding	Q9P2K1	52	GC04P030056	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CC2D2A	True	False	False	False
CCBE1	Collagen And Calcium Binding EGF Domains 1	Protein Coding	Q6UXH8	51	GC18M059430	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCBE1	True	True	False	False
CCDC124	Coiled-Coil Domain Containing 124	Protein Coding	Q96CT7	39	GC19P152095	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC124	False	True	False	False
CCDC136	Coiled-Coil Domain Containing 136	Protein Coding	Q96JN2	42	GC07P165502	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC136	True	False	False	False
CCDC138	Coiled-Coil Domain Containing 138	Protein Coding	Q96M89	39	GC02P108786	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC138	True	False	False	False
CCDC14	Coiled-Coil Domain Containing 14	Protein Coding	Q49A88	42	GC03M123897	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC14	False	True	False	False
CCDC141	Coiled-Coil Domain Containing 141	Protein Coding	Q6ZP82	45	GC02M178829	2.30067038536072	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC141	True	False	False	False
CCDC142	Coiled-Coil Domain Containing 142	Protein Coding	Q17RM4	38	GC02M075837	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC142	True	False	False	False
CCDC167	Coiled-Coil Domain Containing 167	Protein Coding	Q9P0B6	34	GC06M037482	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC167	True	False	False	False
CCDC171	Coiled-Coil Domain Containing 171	Protein Coding	Q6TFL3	44	GC09P016386	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC171	True	False	True	False
CCDC174	Coiled-Coil Domain Containing 174	Protein Coding	Q6PII3	44	GC03P027107	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC174	True	False	False	False
CCDC183	Coiled-Coil Domain Containing 183	Protein Coding	Q5T5S1	40	GC09P136796	3.19295144081116	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC183	False	True	False	False
CCDC183-AS1	CCDC183 Antisense RNA 1	RNA Gene		18	GC09M139282	3.19295144081116	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC183-AS1	False	True	False	False
CCDC186	Coiled-Coil Domain Containing 186	Protein Coding	Q7Z3E2	41	GC10M114120	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC186	False	True	False	False
CCDC192	Coiled-Coil Domain Containing 192	Protein Coding	P0DO97	26	GC05P127708	2.06116414070129	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC192	True	False	False	False
CCDC195	Coiled-Coil Domain Containing 195	Protein Coding	A0A1B0GUA6	13	GC02M224705	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC195	True	False	False	False
CCDC22	CCC Complex Scaffolding Subunit CCDC22	Protein Coding	O60826	52	GC0XP060920	0.520283102989197	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC22	True	True	False	False
CCDC24	Coiled-Coil Domain Containing 24	Protein Coding	Q8N4L8	37	GC01P043991	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC24	True	False	False	False
CCDC3	Coiled-Coil Domain Containing 3	Protein Coding	Q9BQI4	38	GC10M012896	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC3	True	False	False	False
CCDC32	Coiled-Coil Domain Containing 32	Protein Coding	Q9BV29	42	GC15M048046	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC32	True	False	False	False
CCDC47	Coiled-Coil Domain Containing 47	Protein Coding	Q96A33	47	GC17M063745	2.35261559486389	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC47	True	False	False	False
CCDC57	Coiled-Coil Domain Containing 57	Protein Coding	Q2TAC2	42	GC17M082101	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC57	True	False	False	False
CCDC6	Coiled-Coil Domain Containing 6	Protein Coding	Q16204	50	GC10M059788	2.5813364982605	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC6	True	False	False	True
CCDC60	Coiled-Coil Domain Containing 60	Protein Coding	Q8IWA6	40	GC12P119334	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC60	False	True	False	False
CCDC62	Coiled-Coil Domain Containing 62	Protein Coding	Q6P9F0	47	GC12P122774	6.44408082962036	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC62	False	True	False	False
CCDC65	Coiled-Coil Domain Containing 65	Protein Coding	Q8IXS2	48	GC12P048904	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC65	True	False	False	False
CCDC68	Coiled-Coil Domain Containing 68	Protein Coding	Q9H2F9	43	GC18M054901	2.06116414070129	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC68	True	False	False	False
CCDC73	Coiled-Coil Domain Containing 73	Protein Coding	Q6ZRK6	41	GC11M032603	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC73	True	False	False	False
CCDC77	Coiled-Coil Domain Containing 77	Protein Coding	Q9BR77	42	GC12P000485	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC77	True	False	True	False
CCDC78	Coiled-Coil Domain Containing 78	Protein Coding	A2IDD5	45	GC16M049764	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC78	True	False	False	False
CCDC8	Coiled-Coil Domain Containing 8	Protein Coding	Q9H0W5	48	GC19M046410	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC8	True	False	False	False
CCDC88A	Coiled-Coil Domain Containing 88A	Protein Coding	Q3V6T2	54	GC02M055287	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC88A	True	False	False	False
CCDC88B	Coiled-Coil Domain Containing 88B	Protein Coding	A6NC98	37	GC11P064340	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC88B	True	False	False	False
CCDC88C	Coiled-Coil Domain Containing 88C	Protein Coding	Q9P219	51	GC14M091271	1.73842000961304	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC88C	False	True	False	False
CCDC91	Coiled-Coil Domain Containing 91	Protein Coding	Q7Z6B0	44	GC12P028133	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC91	True	False	False	False
CCDST	Cervical Cancer Associated DHX9 Suppressive Transcript	RNA Gene		24	GC01P177497	3.88218784332275	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDST	True	False	False	False
CCHCR1	Coiled-Coil Alpha-Helical Rod Protein 1	Protein Coding	Q8TD31	49	GC06M106427	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCHCR1	False	True	False	False
CCK	Cholecystokinin	Protein Coding	P06307	56	GC03M042274	6.63695621490479	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCK	True	True	False	True
CCKAR	Cholecystokinin A Receptor	Protein Coding	P32238	58	GC04M026483	5.10883235931396	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCKAR	False	True	False	True
CCKBR	Cholecystokinin B Receptor	Protein Coding	P32239	57	GC11P006259	5.12874126434326	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCKBR	False	True	False	True
CCL1	C-C Motif Chemokine Ligand 1	Protein Coding	P22362	50	GC17M096837	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL1	True	False	False	False
CCL11	C-C Motif Chemokine Ligand 11	Protein Coding	P51671	58	GC17P034285	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL11	True	True	False	False
CCL13	C-C Motif Chemokine Ligand 13	Protein Coding	Q99616	49	GC17P034356	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL13	True	False	False	False
CCL14	C-C Motif Chemokine Ligand 14	Protein Coding	Q16627	44	GC17M096896	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL14	True	False	False	False
CCL15	C-C Motif Chemokine Ligand 15	Protein Coding	Q16663	40	GC17M035996	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL15	True	False	False	False
CCL15-CCL14	CCL15-CCL14 Readthrough (NMD Candidate)	RNA Gene		17	GC17M035983	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL15-CCL14	False	True	False	False
CCL16	C-C Motif Chemokine Ligand 16	Protein Coding	O15467	46	GC17M035976	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL16	True	False	False	False
CCL17	C-C Motif Chemokine Ligand 17	Protein Coding	Q92583	52	GC16P121634	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL17	True	False	False	False
CCL18	C-C Motif Chemokine Ligand 18	Protein Coding	P55774	49	GC17P036064	2.25114035606384	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL18	True	False	False	False
CCL19	C-C Motif Chemokine Ligand 19	Protein Coding	Q99731	53	GC09M035850	0.285715848207474	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL19	False	False	False	True
CCL2	C-C Motif Chemokine Ligand 2	Protein Coding	P13500	62	GC17P034255	5.65390348434448	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL2	True	True	False	True
CCL20	C-C Motif Chemokine Ligand 20	Protein Coding	P78556	54	GC02P227846	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL20	True	False	False	False
CCL22	C-C Motif Chemokine Ligand 22	Protein Coding	O00626	49	GC16P121627	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL22	True	False	False	False
CCL23	C-C Motif Chemokine Ligand 23	Protein Coding	P55773	44	GC17M036013	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL23	True	False	False	False
CCL26	C-C Motif Chemokine Ligand 26	Protein Coding	Q9Y258	50	GC07M075769	2.91146755218506	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL26	True	False	False	False
CCL27	C-C Motif Chemokine Ligand 27	Protein Coding	Q9Y4X3	47	GC09M035856	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL27	True	False	False	False
CCL3	C-C Motif Chemokine Ligand 3	Protein Coding	P10147	54	GC17M036088	3.98583769798279	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL3	False	True	False	False
CCL4	C-C Motif Chemokine Ligand 4	Protein Coding	P13236	52	GC17P036103	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL4	True	True	False	False
CCL4L2	C-C Motif Chemokine Ligand 4 Like 2	Protein Coding	Q8NHW4	39	GC17P154522	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL4L2	True	False	False	False
CCL5	C-C Motif Chemokine Ligand 5	Protein Coding	P13501	56	GC17M035871	5.56308937072754	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL5	True	True	False	True
CCL7	C-C Motif Chemokine Ligand 7	Protein Coding	P80098	55	GC17P034270	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL7	True	True	False	False
CCM2	CCM2 Scaffold Protein	Protein Coding	Q9BSQ5	54	GC07P044999	2.25114035606384	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCM2	True	False	False	False
CCN1	Cellular Communication Network Factor 1	Protein Coding	O00622	52	GC01P085585	0.930020749568939	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN1	False	False	False	True
CCN2	Cellular Communication Network Factor 2	Protein Coding	P29279	58	GC06M131948	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN2	True	False	False	True
CCN3	Cellular Communication Network Factor 3	Protein Coding	P48745	51	GC08P119416	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN3	True	False	False	True
CCN5	Cellular Communication Network Factor 5	Protein Coding	O76076	47	GC20P053994	0.285715848207474	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN5	False	False	False	True
CCN6	Cellular Communication Network Factor 6	Protein Coding	O95389	51	GC06P182823	0.368857592344284	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN6	False	False	False	True
CCNA1	Cyclin A1	Protein Coding	P78396	55	GC13P036431	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA1	False	True	False	False
CCNA2	Cyclin A2	Protein Coding	P20248	58	GC04M121816	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA2	False	True	False	False
CCNB1	Cyclin B1	Protein Coding	P14635	60	GC05P069167	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNB1	False	True	False	False
CCNC	Cyclin C	Protein Coding	P24863	52	GC06M099542	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNC	True	False	False	False
CCND1	Cyclin D1	Protein Coding	P24385	65	GC11P069641	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND1	True	True	False	False
CCND2	Cyclin D2	Protein Coding	P30279	61	GC12P074004	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND2	False	True	False	False
CCNE1	Cyclin E1	Protein Coding	P24864	61	GC19P029811	7.51560592651367	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNE1	True	True	False	False
CCNE2	Cyclin E2	Protein Coding	O96020	55	GC08M094879	7.38689851760864	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNE2	False	True	False	False
